Date,Time,Bus_No,Round,latitude,longtitude
2016-04-01,13:43:01,11,12,13.73575,100.531947
2016-04-01,13:43:02,11,12,13.735718,100.531945
2016-04-01,13:43:03,11,12,13.735683,100.53194
2016-04-01,13:43:04,11,12,13.735647,100.531928
2016-04-01,13:43:05,11,12,13.735615,100.531918
2016-04-01,13:43:06,11,12,13.73558,100.531898
2016-04-01,13:43:07,11,12,13.735547,100.531887
2016-04-01,13:43:08,11,12,13.735512,100.531878
2016-04-01,13:43:09,11,12,13.735473,100.531875
2016-04-01,13:43:10,11,12,13.735443,100.531865
2016-04-01,13:43:11,11,12,13.735407,100.531858
2016-04-01,13:43:12,11,12,13.735375,100.531848
2016-04-01,13:43:13,11,12,13.735348,100.531842
2016-04-01,13:43:14,11,12,13.735308,100.531843
2016-04-01,13:43:15,11,12,13.73527,100.531843
2016-04-01,13:43:16,11,12,13.735237,100.53184
2016-04-01,13:43:17,11,12,13.735202,100.531843
2016-04-01,13:43:18,11,12,13.73517,100.531852
2016-04-01,13:43:19,11,12,13.735133,100.53186
2016-04-01,13:43:20,11,12,13.73511,100.53186
2016-04-01,13:43:21,11,12,13.735095,100.531853
2016-04-01,13:43:22,11,12,13.735088,100.531853
2016-04-01,13:43:23,11,12,13.735087,100.531853
2016-04-01,13:43:24,11,12,13.735087,100.531853
2016-04-01,13:43:25,11,12,13.735087,100.531853
2016-04-01,13:43:26,11,12,13.735087,100.531853
2016-04-01,13:43:27,11,12,13.735087,100.531853
2016-04-01,13:43:28,11,12,13.735087,100.531853
2016-04-01,13:43:29,11,12,13.735087,100.531853
2016-04-01,13:43:30,11,12,13.735087,100.531853
2016-04-01,13:43:31,11,12,13.735087,100.531853
2016-04-01,13:43:32,11,12,13.735087,100.531853
2016-04-01,13:43:33,11,12,13.735087,100.531853
2016-04-01,13:43:34,11,12,13.735087,100.531853
2016-04-01,13:43:35,11,12,13.735087,100.531853
2016-04-01,13:43:36,11,12,13.735087,100.531853
2016-04-01,13:43:37,11,12,13.735087,100.531853
2016-04-01,13:43:38,11,12,13.735087,100.531853
2016-04-01,13:43:39,11,12,13.735087,100.531853
2016-04-01,13:43:40,11,12,13.735087,100.531853
2016-04-01,13:43:41,11,12,13.735087,100.531853
2016-04-01,13:43:42,11,12,13.735087,100.531853
2016-04-01,13:43:43,11,12,13.735087,100.531853
2016-04-01,13:43:44,11,12,13.735087,100.531853
2016-04-01,13:43:45,11,12,13.735087,100.531853
2016-04-01,13:43:46,11,12,13.735087,100.531853
2016-04-01,13:43:47,11,12,13.735087,100.531853
2016-04-01,13:43:48,11,12,13.735087,100.531853
2016-04-01,13:43:49,11,12,13.735087,100.531853
2016-04-01,13:43:50,11,12,13.735087,100.531853
2016-04-01,13:43:51,11,12,13.735087,100.531853
2016-04-01,13:43:52,11,12,13.735087,100.531853
2016-04-01,13:43:53,11,12,13.735087,100.531853
2016-04-01,13:43:54,11,12,13.735087,100.531853
2016-04-01,13:43:55,11,12,13.735087,100.531853
2016-04-01,13:43:56,11,12,13.735087,100.531853
2016-04-01,13:43:57,11,12,13.735087,100.531853
2016-04-01,13:43:58,11,12,13.735087,100.531853
2016-04-01,13:43:59,11,12,13.735087,100.531853
2016-04-01,13:44:00,11,12,13.735087,100.531853
2016-04-01,13:44:01,11,12,13.735087,100.531853
2016-04-01,13:44:02,11,12,13.735087,100.531853
2016-04-01,13:44:03,11,12,13.735043,100.531832
2016-04-01,13:44:04,11,12,13.735043,100.53183
2016-04-01,13:44:05,11,12,13.735037,100.531828
2016-04-01,13:44:06,11,12,13.735025,100.531823
2016-04-01,13:44:07,11,12,13.735013,100.531815
2016-04-01,13:44:08,11,12,13.735,100.531805
2016-04-01,13:44:09,11,12,13.734988,100.531798
2016-04-01,13:44:10,11,12,13.73497,100.531793
2016-04-01,13:44:11,11,12,13.734952,100.531792
2016-04-01,13:44:12,11,12,13.734938,100.531788
2016-04-01,13:44:13,11,12,13.734918,100.531785
2016-04-01,13:44:14,11,12,13.734888,100.531778
2016-04-01,13:44:15,11,12,13.734862,100.531777
2016-04-01,13:44:16,11,12,13.734828,100.531782
2016-04-01,13:44:17,11,12,13.7348,100.531788
2016-04-01,13:44:18,11,12,13.73478,100.531783
2016-04-01,13:44:19,11,12,13.734765,100.531775
2016-04-01,13:44:20,11,12,13.734757,100.531763
2016-04-01,13:44:21,11,12,13.734745,100.531752
2016-04-01,13:44:22,11,12,13.73473,100.531742
2016-04-01,13:44:23,11,12,13.734715,100.531737
2016-04-01,13:44:24,11,12,13.734702,100.531737
2016-04-01,13:44:25,11,12,13.734685,100.53173
2016-04-01,13:44:26,11,12,13.73468,100.531727
2016-04-01,13:44:27,11,12,13.73468,100.531727
2016-04-01,13:44:28,11,12,13.73468,100.531727
2016-04-01,13:44:29,11,12,13.73468,100.531727
2016-04-01,13:44:30,11,12,13.73468,100.531727
2016-04-01,13:44:31,11,12,13.73468,100.531727
2016-04-01,13:44:32,11,12,13.73468,100.531727
2016-04-01,13:44:33,11,12,13.73468,100.531727
2016-04-01,13:44:34,11,12,13.73468,100.531727
2016-04-01,13:44:35,11,12,13.73468,100.531727
2016-04-01,13:44:36,11,12,13.73468,100.531727
2016-04-01,13:44:37,11,12,13.73468,100.531727
2016-04-01,13:44:38,11,12,13.73468,100.531727
2016-04-01,13:44:39,11,12,13.73468,100.531727
2016-04-01,13:44:40,11,12,13.73468,100.531727
2016-04-01,13:44:41,11,12,13.73468,100.531727
2016-04-01,13:44:42,11,12,13.73468,100.531727
2016-04-01,13:44:43,11,12,13.73468,100.531727
2016-04-01,13:44:44,11,12,13.73468,100.531727
2016-04-01,13:44:45,11,12,13.73468,100.531727
2016-04-01,13:44:46,11,12,13.73468,100.531727
2016-04-01,13:44:47,11,12,13.73468,100.531727
2016-04-01,13:44:48,11,12,13.73468,100.531727
2016-04-01,13:44:49,11,12,13.73468,100.531727
2016-04-01,13:44:50,11,12,13.73468,100.531727
2016-04-01,13:44:51,11,12,13.73468,100.531727
2016-04-01,13:44:52,11,12,13.73468,100.531727
2016-04-01,13:44:53,11,12,13.73468,100.531727
2016-04-01,13:44:54,11,12,13.73468,100.531727
2016-04-01,13:44:55,11,12,13.73468,100.531727
2016-04-01,13:44:56,11,12,13.73468,100.531727
2016-04-01,13:44:57,11,12,13.73468,100.531727
2016-04-01,13:44:58,11,12,13.73468,100.531727
2016-04-01,13:44:59,11,12,13.73468,100.531727
2016-04-01,13:45:00,11,12,13.73468,100.531727
2016-04-01,13:45:01,11,12,13.73468,100.531727
2016-04-01,13:45:02,11,12,13.73468,100.531727
2016-04-01,13:45:03,11,12,13.73468,100.531727
2016-04-01,13:45:04,11,12,13.73468,100.531727
2016-04-01,13:45:05,11,12,13.73468,100.531727
2016-04-01,13:45:06,11,12,13.73468,100.531727
2016-04-01,13:45:07,11,12,13.73468,100.531727
2016-04-01,13:45:08,11,12,13.73468,100.531727
2016-04-01,13:45:09,11,12,13.73468,100.531727
2016-04-01,13:45:10,11,12,13.73468,100.531727
2016-04-01,13:45:11,11,12,13.73468,100.531727
2016-04-01,13:45:12,11,12,13.73468,100.531727
2016-04-01,13:45:13,11,12,13.73468,100.531727
2016-04-01,13:45:14,11,12,13.73468,100.531727
2016-04-01,13:45:15,11,12,13.73468,100.531727
2016-04-01,13:45:16,11,12,13.73468,100.531727
